x_vals,y_vals,labels
66.88587,20.845865,abord
46.69556,-4.1611633,reste
79.08687,8.30687,mouvement
17.149319,-3.1939797,empereur
-21.723219,-22.564548,cousin
33.445755,-7.037454,demande
-14.90147,-0.010831662,viens
-21.678371,36.232147,grandville
67.05132,20.391573,politique
29.242235,-10.1903305,partie
75.37773,18.35476,messieurs
75.51985,-13.304158,nature
62.32738,11.293149,instruction
78.10349,10.882833,seulement
38.147827,-3.3043118,tiens
33.49405,-2.796978,voulez
74.66786,18.064999,espagnol
50.621475,1.2988143,aucun
32.350536,-13.039164,voyait
78.56089,9.569113,cheveux
25.336056,-15.168766,douze
8.164476,-28.062729,voulu
29.642702,-12.047261,compte
50.197437,9.051793,font
59.553608,18.053734,dernière
48.64653,1.3943043,ménage
57.931583,1.2353712,belles
20.575218,-1.6044403,notaire
66.86114,18.553585,pays
77.971176,15.061006,grâce
-25.003775,28.650478,selon
28.15619,-3.1334567,honnête
78.79177,15.354894,répliqua
42.097214,-13.063673,âge
61.303165,16.459927,nécessaire
54.834843,10.070752,silence
3.907758,22.658457,ange
50.79925,-3.5114908,donnait
78.42566,-4.0024242,papier
29.312542,-19.327671,tenait
76.34056,-11.234561,jeunes
32.854446,7.7686872,succession
74.503426,17.988415,crime
63.13117,13.87048,adieu
75.32392,16.900314,combien
58.139225,11.669655,escalier
32.55872,5.2099113,tenez
17.948414,0.7881587,tes
-13.875323,-9.477164,devenu
71.73397,20.012348,perdu
4.56937,-12.920853,trouvé
54.877346,16.355186,service
78.934875,6.9882045,venu
35.615685,-19.384495,croire
22.52571,-3.2979598,furent
75.05523,-14.380581,beauté
78.80693,12.022325,vue
76.00476,13.761947,voyez
33.58432,1.1758814,maladie
-27.792713,6.0951614,environ
55.706203,9.573873,resta
-20.780973,5.809252,victorin
45.486183,-12.128813,mise
62.77559,21.520147,expression
78.49685,9.599103,église
43.93736,-5.3462043,quant
54.162724,-3.6833138,parti
-42.600365,0.4159801,sœur
57.85839,21.516338,mourir
66.67569,20.492208,savait
52.086052,13.99488,rester
57.985348,20.206049,digne
47.76887,-10.717791,grandes
-22.599289,33.363678,an
48.79036,6.59652,aimé
74.0649,21.664782,caractère
77.139,12.8346195,revint
-7.1799455,-10.423893,bureau
73.30045,18.05046,afin
56.30751,17.882298,souriant
57.162563,3.1842606,sauvage
-7.725216,45.06985,fus
43.23252,-11.52232,obtenir
65.2105,17.730415,front
-35.188976,-26.019674,heureuse
55.07005,-1.4252316,ceci
-14.373022,13.464741,hector
70.25088,21.142593,malheur
59.752934,19.620274,magnifique
78.76983,9.7692,personnes
56.557064,9.414109,amoureux
-24.138313,-10.580403,faux
73.24733,19.22176,espèce
71.479515,20.88363,put
72.861595,19.950653,fond
-38.76956,-29.2501,voulez-vous
70.416145,20.062954,idées
44.08507,12.10956,tranquille
-3.764753,-39.561043,toilette
68.66403,22.722553,bientôt
42.74925,-5.470176,face
38.058575,0.77560633,plein
68.953285,23.431126,serez
54.812923,14.084271,neuf
-3.4159281,-12.591607,crois
72.67628,16.562784,herrera
57.3062,14.977653,scène
51.65521,10.535908,agit
52.60876,7.831493,génie
60.8059,20.112629,spectacle
62.620735,14.882803,société
-7.0173755,1.1966499,disant
77.555534,13.380069,laissa
69.74434,21.008871,bois
75.46732,14.43287,misère
20.574177,-11.022909,aurez
77.4851,16.175755,tard
72.77397,20.712444,avais
-20.977549,21.044956,voulut
-11.476021,12.999892,desroches
59.664276,16.629738,regards
50.660416,10.971075,visage
27.222687,-5.4065485,aussitôt
66.9684,21.205097,fini
21.786652,-12.518777,loi
74.17739,14.846923,savez
18.337185,9.503473,sens
26.421968,-6.5285563,entrer
55.84307,15.090335,montrant
-38.94965,-1.2155159,somme
35.18135,-9.153805,chacun
10.018224,-14.343185,quinze
-26.190954,-23.038012,nommé
23.43254,0.52959925,fais
26.603128,-9.2009945,déjeuner
69.54297,20.89288,robe
-20.037827,-7.6024494,soyez
33.620975,-9.045201,voit
5.9163594,-18.364483,popinot
61.531624,15.24498,signe
76.053566,16.224922,hasard
49.83473,10.76485,sauver
47.708755,-3.8366404,dois
53.20487,17.594568,intérêts
-25.91557,11.844937,forçat
68.81209,22.582438,loge
-24.554226,-13.23016,aimait
-2.0097716,-8.011325,marville
-0.9905551,24.210377,colonel
21.58991,-16.884281,faites
-16.750916,9.642589,serai
24.135956,-12.260595,diable
-50.96423,-21.248821,avocat
-36.177616,-4.449207,pouvez
-19.46752,8.662815,paix
73.070656,20.240158,laissé
42.041565,-2.5254512,prince
-10.534588,5.657051,guerre
76.94886,-9.470574,créature
48.087574,0.42652953,prenant
78.44804,7.8253136,étais
51.250942,5.3671927,conseil
-17.939005,16.153368,magistrat
60.24604,14.720839,haute
-16.222189,31.332489,magus
31.960886,-3.257488,devenir
51.63087,14.3213825,hier
26.231415,-3.7744722,connais
-15.645782,11.062296,quarante
54.532215,2.3736217,maisons
77.08717,16.047491,bons
-46.88849,13.546724,servir
68.38682,17.400957,profonde
18.621033,2.9262228,peintre
63.631767,19.109581,eau
56.72399,17.59954,rôle
79.021996,-2.8339822,sourire
-27.328218,13.619909,voyons
27.301691,-6.964517,sérisy
59.821754,16.47025,histoire
42.506035,-14.040066,entendre
-12.062061,-9.341201,malheureux
27.342793,3.402836,manger
55.958282,4.995655,laissant
-43.44323,-12.803268,clotilde
78.70139,8.000007,pensée
55.42126,20.6288,leva
49.697464,-2.8224487,vieil
79.477295,-1.9702322,loin
68.39874,17.268358,avenir
-17.97432,20.710453,dites
-33.408066,0.39468402,conduite
-11.762404,12.649802,brunner
71.26195,20.731613,aurai
49.674393,-11.605996,faite
62.05273,21.296011,noir
35.082516,-8.757548,commerce
69.4248,17.917683,art
50.969383,16.164417,jouer
45.615356,8.380697,faute
36.77849,4.5342007,cas
2.2698328,6.816336,marchand
29.440685,-7.2664185,vois
70.44432,18.620634,elle-même
76.98375,16.239979,fer
78.099,-5.207181,horrible
43.390427,4.385919,moyens
50.048508,10.426894,néanmoins
72.859474,-18.768011,rastignac
-42.297028,14.735187,bibi-lupin
13.208518,-0.7612331,minutes
69.72226,20.672089,tenir
79.56074,4.424141,connu
54.611347,7.925889,devint
45.232693,-12.908277,napoléon
-51.346226,-21.446552,écus
64.6526,17.159935,reçu
30.878403,-1.6126193,moyen
58.148186,12.695156,sentiment
9.692308,-11.379082,dû
71.2259,19.09211,a-t-il
-8.564713,-17.721264,neveu
38.635723,-5.9066153,jeu
48.985886,-8.003084,bout
68.536125,19.214876,désespoir
73.67506,18.721962,avez-vous
34.42789,-4.002371,banquier
33.801334,-6.4274664,charge
64.94922,23.370293,est-il
64.808044,23.435274,sortir
6.237371,18.150007,rabouilleuse
51.591724,-5.1906404,payer
62.309956,18.862906,jolie
40.25754,4.8680973,coucher
76.997444,12.740748,sûr
64.27846,18.047031,impossible
-40.962276,-32.866577,valet
37.79089,-6.698866,jardin
-19.89254,4.7301044,paccard
49.153606,-1.3111067,veuve
61.279,22.920425,haut
-55.39614,-4.7317753,quartier
-3.37729,-23.240694,moindre
68.61472,19.885462,nouvelle
28.118336,-3.27413,puissance
-26.175514,10.382325,avoué
-6.53191,-3.4125137,cécile
5.067406,4.4570603,atelier
18.873642,-5.0028267,petites
33.552383,-13.583647,succès
-46.803375,3.9844594,douleur
-12.709522,21.68855,observer
68.3841,21.327587,quitter
-46.857914,24.102772,eine
-1.4223828,-9.074461,brésilien
-33.577446,31.237738,donna
72.33409,17.263817,ensemble
29.457712,4.497443,ministère
-22.9672,24.346945,pouraille
-4.463889,-11.40898,commis
51.482662,-0.12237642,sujet
2.657646,-31.149643,ayant
73.411736,17.37272,plusieurs
42.75846,-14.164831,tante
58.35536,16.960016,immense
51.465008,12.296459,fût
42.984303,2.5155084,intelligence
30.871193,-21.337528,anglais
79.31048,4.846204,vivement
78.20747,-1.5562687,rire
76.30185,18.080948,question
-14.646423,-35.70011,vaut
-23.583916,-36.426876,ait
28.813541,-9.867329,blanc
-1.1886979,1.259424,jean-jacques
45.582943,4.4123983,passe
-19.627995,3.3303993,ein
25.14502,-11.04601,vertu
-15.087674,9.634851,tandis
-23.913752,-2.5599535,val-noble
26.834623,-15.644467,bourgeois
24.740473,-4.2283874,coin
53.80697,-5.3348846,lorsque
47.551857,2.446659,année
75.27424,16.689146,étage
61.511887,19.313211,foi
63.379242,23.341938,entendant
30.8327,-15.339899,millions
19.64187,-4.1552935,auprès
73.95324,19.213108,entendu
59.06231,17.505098,aspect
65.3221,23.247477,reine
79.547195,6.6490345,joie
60.099773,10.451768,parle
32.254726,-12.469794,peur
47.731148,6.1924553,fiacre
52.085857,14.515229,passa
-27.799147,-25.718224,profond
14.961938,-17.770557,folle
79.48291,9.087741,difficile
42.361214,-17.11059,arrivée
57.25169,18.843615,cependant
45.03718,-11.124641,vengeance
-12.3345785,5.086925,mariette
46.83746,14.278614,pièce
4.5595193,7.121391,perdre
65.35828,18.698294,su
-12.340635,28.679531,aurais
-38.541187,-3.6163337,prévenu
70.4804,22.321783,fera
13.108214,-4.2482233,fischer
51.680927,1.2526604,désir
42.388126,-0.8939688,maufrigneuse
-7.617824,-1.7186353,stidmann
35.188908,-0.32127804,jeta
-38.779392,-22.398912,valeur
78.91059,8.101323,reprit-il
54.990673,14.545028,aimer
6.1632786,3.050469,envoyer
29.237669,-12.464452,passé
57.215782,5.9670386,physionomie
60.32978,18.277216,reprit-elle
27.202625,-0.9461571,sublime
48.930077,4.734743,possible
75.510956,19.441223,artistes
75.501335,20.493359,long-temps
67.25044,21.262524,sang
46.372192,1.6726123,français
-33.65852,24.442854,louis
-9.475775,3.976868,acheter
80.37152,4.642021,filles
21.419151,0.28869978,capable
57.428257,8.973432,bourse
31.771498,-11.304058,change
-38.28319,8.650764,brazier
62.40387,20.126616,beaux
53.88572,6.2606044,paroles
62.91707,15.341768,courage
-23.01656,-2.2947764,soixante
52.19985,6.919891,dis
63.291595,15.557392,peuvent
38.25699,-4.4318194,veille
50.56787,2.4958925,célèbre
-17.178627,-5.8103495,affreux
44.290173,8.537518,attention
54.232124,9.812375,pleine
45.32729,8.422652,tel
-0.6275701,17.436697,prise
72.05352,19.961021,vérité
47.600536,9.561059,sort
-11.782153,-12.1542635,cuisinière
9.841695,22.012356,prison
30.028154,2.74486,pain
26.494843,-11.485893,cuisine
76.09197,17.281769,au-dessus
39.727634,-1.6280421,confiance
70.06946,19.225958,retour
25.254557,3.7165365,serais
-14.388039,28.355598,célestine
31.858402,-12.894896,sortit
36.043766,-8.590589,soleil
49.879482,13.789847,sois
-47.503307,3.756533,procès
10.038491,9.854549,marier
-19.809784,38.084393,domestique
31.967342,4.2053766,onze
55.766983,2.2375827,coups
60.97277,17.761852,talent
20.297506,3.1120455,voyez-vous
59.129307,19.195356,poète
73.979706,21.213799,fleurs
62.14626,16.127153,pièces
-21.251184,2.046224,café
71.057915,19.406841,visite
67.07004,22.210842,secrets
-15.405406,-9.664481,gaudissard
25.896,1.788316,bruit
6.1808677,23.947666,trompe-la-mort
-17.503674,-32.357155,tableau
63.872753,17.414927,sentiments
12.885402,-15.020634,entra
54.598747,12.636282,mauvais
41.903786,-9.470741,empire
1.9922599,7.2506647,commissaire
69.24503,20.382572,connaissait
56.52823,6.728919,luxe
57.641006,18.17869,cria
41.065495,8.848669,vendre
37.30807,9.766205,aperçut
-50.526154,-2.1380734,croyait
51.485912,-3.59189,faits
-46.792583,24.146364,lors
67.24409,18.631775,répondit-elle
-21.48711,43.452225,montra
53.95023,1.196724,tillet
-29.461563,4.3527207,épouser
59.34515,14.415966,objet
28.061735,-5.52368,chemin
70.2396,21.137693,froid
22.401327,-18.384066,capitaine
42.51047,-7.7092123,dévouement
43.813824,11.050994,genre
17.793985,-15.350612,pourrait
54.888924,13.70446,nécessité
1.9363645,-7.951348,vin
59.93895,23.431637,existence
-35.262527,5.936055,parut
61.49925,21.37579,pareille
-38.296127,-26.605013,musicien
-13.494364,-21.04913,reconnu
60.449566,20.289032,sorte
-17.458012,3.8557527,demie
